'uiIndex, szWeaponName, ubWeaponClass, ubWeaponType, ubCalibre, ubReadyTime, ubShotsPer4Turns, ubShotsPerBurst, ubBurstPenalty, ubBulletSpeed, ubImpact, ubDeadliness, bAccuracy, ubMagSize, usRange, usReloadDelay, BurstAniDelay, ubAttackVolume, ubHitVolume, sSound, sBurstSound, sSilencedBurstSound, sReloadSound, sLocknLoadSound, SilencedSound, bBurstAP, bAutofireShotsPerFiveAP, APsToReload, SwapClips, MaxDistForMessyDeath, AutoPenalty, NoSemiAuto, EasyUnjam, APsToReloadManually, ManualReloadSound, nAccuracy, bRecoilX, bRecoilY, ubAimLevels, ubRecoilDelay, Handling, usOverheatingJamThreshold, usOverheatingDamageThreshold, usOverheatingSingleShotTemperature, HeavyGun'
2362, PKM iii,4,7,24,33, 11.67,NULL,14,22,47,61,7,10,695,200,50,90,8,364,52,127,104,110,157,NULL,3,75,1,12,14,1,NULL,NULL,476,75,3, 13.5,5,NULL,16,8500,9500,75,NULL, 
2363, HK MP5N =),2,3,2,8, 15.82,NULL,7,22,26,19,2,30,170,200,38,50,3,374,60,62,101,107,376,14,3,28,1,7,7,NULL,NULL,NULL,476,23,4,6,4,NULL,8,4000,5000,60,NULL, 
2364, FN FAL OSW =),3,6,9,15, 12.07,NULL,19,22,39,32,7,20,495,200,50,80,8,347,39,127,102,108,499,17,3,30,1,8,19,NULL,NULL,NULL,476,66,4,19,4,NULL,11,4000,5000,75,NULL, 
2365, Benelli M3 Convertible*,5,8,5,13, 17.36,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,14,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2366, SPAS-12*,5,8,5,16, 16.54,NULL,0,22,51,28,2,7,120,200,100,85,8,297,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,17,NULL,NULL,3,NULL,11,4000,5000,90,NULL, 
2367, SPAS-15*,5,8,5,15, 17.36,NULL,0,22,50,28,1,7,115,200,100,85,8,297,3,NULL,103,109,157,NULL,NULL,30,1,7,0,NULL,1,10,481,13,NULL,NULL,4,NULL,11,4000,5000,90,NULL, 
2368, AK-102,2,6,8,12, 14.53,NULL,10,22,28,28,6,30,320,200,50,85,7,340,30,127,102,108,157,15,3,34,1,7,10,NULL,NULL,NULL,476,61,2, 9.5,4,NULL,9,6500,5500,70,NULL, 
2369, AK-103*,3,6,10,15, 12.95,NULL,12,22,34,31,6,30,305,200,50,80,8,358,45,127,102,108,157,16,3,31,1,7,12,NULL,NULL,NULL,476,58,3,12,4,NULL,11,7000,6000,70,NULL, 
2370, AK-104*,2,6,10,12, 13.43,NULL,13,22,33,27,5,30,275,200,50,90,8,358,45,127,102,108,157,16,3,34,1,7,13,NULL,NULL,NULL,476,53,3,13,4,NULL,9,6500,5500,70,NULL, 
2371, AK-105*,2,6,7,12, 15.15,NULL,8,22,29,27,6,30,320,200,50,75,7,329,21,127,102,108,499,15,3,34,1,7,8,NULL,NULL,NULL,476,59,2, 7.5,4,NULL,9,6500,5500,70,NULL, 
2372, AK-107*,3,6,7,15, 15.15,3,5,22,29,30,7,30,355,200,35,70,7,447,88,127,102,108,157,11,4,31,1,7,5,NULL,NULL,NULL,476,66,2,5,4,NULL,11,7000,6000,70,NULL, 
2373, AK-108*,3,6,8,15, 14.53,3,6,22,30,31,7,30,350,200,33,75,7,453,94,127,102,108,157,11,4,34,1,7,6,NULL,NULL,NULL,476,67,2,6,4,NULL,11,7000,6000,70,NULL, 
2374, FN Minimi 6.8 SPC iii,4,7,42,30, 13.43,NULL,10,22,39,49,7,25,425,200,30,75,8,494,120,127,104,110,157,NULL,4,75,1,7,10,1,NULL,NULL,476,71, 2.5,10,5,NULL,15,4000,5000,75,NULL, 
2400, Skorpion vz.82,2,3,22,7, 18.25,NULL,10,22,19,15,0,20,130,200,35,45,3,458,99,111,101,107,156,NULL,4,30,1,7,10,NULL,NULL,NULL,476,4, 4.5,9,4,NULL,10,3900,4000,70,NULL, 
2401," AEK-919K ""Kashtan""",2,3,22,8, 17.36,NULL,8,22,20,17,1,30,135,200,33,45,3,437,81,111,101,107,156,NULL,3,27,1,7,8,NULL,NULL,NULL,476,8, 4.5, 6.5,4,NULL,10,3500,4500,70,NULL, 
2402, PP-93,2,3,22,7, 16.55,NULL,8,22,20,18,1,30,140,200,38,45,3,462,102,111,101,107,156,NULL,3,27,1,7,8,NULL,NULL,NULL,476,10, 4.5, 6.5,4,NULL,10,3500,4500,70,NULL, 
2403, Agram 2000,2,3,2,6, 15.82,NULL,12,22,25,18,2,30,160,200,38,50,3,470,103,62,101,107,376,NULL,3,30,1,7,12,NULL,NULL,NULL,476,17,5,11,4,NULL,12,3100,4100,70,NULL, 
2404, Steyr TMP,2,3,2,8, 16.55,NULL,12,22,25,19,1,30,145,200,33,55,3,449,90,111,101,107,157,NULL,3,27,1,7,12,NULL,NULL,NULL,476,8,5,11,4,NULL,9,3500,4500,70,NULL, 
2405, Micro-Uzi,2,3,2,6, 17.36,NULL,13,22,25,15,1,30,140,200,24,50,3,372,58,111,101,107,156,NULL,5,23,1,7,13,NULL,NULL,NULL,476,6,5, 11.5,4,NULL,7,3100,3600,65,NULL, 
2406, Cobray M11/9,2,3,2,8, 17.36,NULL,12,22,25,17,1,30,145,200,25,50,3,372,58,111,101,107,156,NULL,5,27,1,7,12,1,NULL,NULL,476,8,5, 10.5,4,NULL,10,3000,3500,70,NULL, 
2407, Mini-Uzi,2,3,2,7, 17.36,NULL,9,22,25,18,2,30,160,200,32,50,3,373,59,111,101,107,156,NULL,4,25,1,7,9,NULL,NULL,NULL,476,17,5, 7.5,4,NULL,8,3400,3900,70,NULL, 
2408, FAMAE Mini SAF,2,3,2,6, 15.82,3,11,22,24,18,1,30,140,200,31,50,3,471,104,105,101,107,472,9,5,30,1,7,11,NULL,NULL,NULL,476,6,5, 9.5,4,NULL,14,3000,4000,70,NULL, 
2409, HK MP5K,2,3,2,8, 17.36,3,10,22,24,18,1,30,140,200,33,50,3,375,61,62,101,107,156,10,4,30,1,7,10,NULL,NULL,NULL,476,6,5,9,4,NULL,11,3000,4000,70,NULL, 
2410, PP-2000,2,3,2,9, 16.55,NULL,17,22,26,19,1,30,155,200,40,50,8,462,102,111,101,107,157,NULL,3,27,1,7,17,NULL,NULL,NULL,476,14,5,16,4,NULL,11,3600,4600,75,NULL, 
2411, Ingram M10,2,3,3,8, 17.36,NULL,10,22,20,19,0,30,115,200,27,40,3,412,75,111,101,107,157,NULL,5,27,1,7,10,1,NULL,NULL,476,4,5, 8.5,4,NULL,10,3000,3500,75,NULL, 
2412, SR-2M Veresk,2,3,29,8, 16.55,NULL,11,22,26,21,2,30,155,200,40,55,9,294,101,111,101,107,157,NULL,4,27,1,7,11,NULL,NULL,NULL,476,16,5, 9.5,4,NULL,10,3500,4500,75,NULL, 
2413, HK MP7A1,2,3,19,9, 16.55,NULL,6,23,23,32,2,40,195,200,32,50,3,326,19,111,101,107,157,10,4,27,1,7,6,NULL,NULL,NULL,476,24,3,5,4,NULL,11,3900,4500,75,NULL, 
2414, Baikal MP-233B,5,8,5,13, 12.95,NULL,0,22,55,29,2,2,145,200,100,85,8,435,125,NULL,103,109,157,NULL,NULL,19,NULL,7,0,NULL,1,NULL,481,19,NULL,NULL,3,NULL,9,4000,5000,90,NULL, 
2415, Baikal MP-233B )-|,5,8,5,13, 12.95,NULL,0,22,55,29,2,2,145,200,100,85,8,435,125,NULL,103,109,157,NULL,NULL,19,NULL,7,0,NULL,1,NULL,481,19,NULL,NULL,3,NULL,9,4000,5000,90,1, 
2416, Fabarm FP6,5,8,5,11, 16.55,NULL,0,22,51,28,1,4,110,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,8,4000,5000,90,NULL, 
2417, Fabarm FP6 )-|,5,8,5,11, 16.55,NULL,0,22,51,28,1,4,110,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,8,4000,5000,90,1, 
2418, Fabarm FP6,5,8,5,11, 16.55,NULL,0,22,51,28,1,4,110,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,8,4000,5000,90,NULL, 
2419, Fabarm FP6 )-|,5,8,5,11, 16.55,NULL,0,22,51,28,1,4,110,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,8,4000,5000,90,NULL, 
2420, Remington M870,5,8,5,13, 15.82,NULL,0,22,48,28,1,7,115,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,8,NULL,NULL,3,NULL,9,4000,5000,90,NULL, 
2421, Remington M870 )-|,5,8,5,13, 15.82,NULL,0,22,48,28,1,7,115,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,8,NULL,NULL,3,NULL,9,4000,5000,90,1, 
2422, Benelli M3 Convertible,5,8,5,13, 12.95,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,NULL,NULL,481,14,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2423, Benelli M3 Convertible )-|,5,8,5,13, 12.95,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,NULL,NULL,481,14,NULL,NULL,3,NULL,10,4000,5000,90,1, 
2424, Benelli M3 Convertible,5,8,5,13, 12.95,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,NULL,NULL,481,14,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2425, Benelli M3 Convertible )-|,5,8,5,13, 12.95,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,NULL,NULL,481,14,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2426, Benelli M3 Convertible,5,8,5,13, 17.36,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,14,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2427, Benelli M3 Convertible )-|,5,8,5,13, 17.36,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,14,NULL,NULL,3,NULL,10,4000,5000,90,1, 
2428, Benelli M3 Convertible,5,8,5,13, 17.36,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,14,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2429, Benelli M3 Convertible )-|,5,8,5,13, 17.36,NULL,0,22,51,30,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,14,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2430, SPAS-12 )-|,5,8,5,16, 12.49,NULL,0,22,51,28,2,7,120,200,100,85,8,297,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,NULL,NULL,481,17,NULL,NULL,3,NULL,11,4000,5000,90,1, 
2431, SPAS-12 )-|,5,8,5,16, 16.54,NULL,0,22,51,28,2,7,120,200,100,85,8,297,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,17,NULL,NULL,3,NULL,11,4000,5000,90,1, 
2432, Baikal MP-133,5,8,5,13, 15.82,NULL,0,22,53,30,2,7,130,200,100,85,8,435,125,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,16,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2433, Baikal MP-133 )-|,5,8,5,13, 15.82,NULL,0,22,53,30,2,7,130,200,100,85,8,435,125,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,10,481,16,NULL,NULL,3,NULL,10,4000,5000,90,1, 
2434, SPAS-15 )-|,5,8,5,15, 12.95,NULL,0,22,50,28,1,7,115,200,100,85,8,297,3,NULL,103,109,157,NULL,NULL,30,1,7,0,NULL,NULL,NULL,481,13,NULL,NULL,4,NULL,11,4000,5000,90,1, 
2435, SPAS-15 )-|,5,8,5,15, 17.36,NULL,0,22,50,28,1,7,115,200,100,85,8,297,3,NULL,103,109,157,NULL,NULL,30,1,7,0,NULL,1,10,481,13,NULL,NULL,4,NULL,11,4000,5000,90,1, 
2436, Fabarm SDASS,5,8,5,13, 15.82,NULL,0,22,51,29,1,7,115,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2437, Fabarm SDASS )-|,5,8,5,13, 15.82,NULL,0,22,51,29,1,7,115,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,10,4000,5000,90,1, 
2438, Fabarm SDASS,5,8,5,13, 15.82,NULL,0,22,51,29,2,7,115,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2439, Fabarm SDASS )-|,5,8,5,13, 15.82,NULL,0,22,51,29,2,7,115,200,100,85,8,435,3,NULL,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,8,481,15,NULL,NULL,3,NULL,10,4000,5000,90,NULL, 
2440, Benelli M4 Super 90 )-|,5,8,5,13, 12.95,NULL,0,22,50,31,1,7,115,200,100,85,8,297,3,127,103,109,157,NULL,NULL,49,NULL,7,0,NULL,1,NULL,481,13,NULL,NULL,3,NULL,10,4000,5000,90,1, 
2441, Saiga 12K )-|,5,8,5,15, 12.95,NULL,0,22,49,27,1,7,120,200,100,85,8,435,3,127,103,109,157,NULL,NULL,30,1,7,0,NULL,NULL,NULL,481,12,NULL,NULL,3,NULL,11,7000,6000,90,1, 
2442, Street Sweeper )-|,5,8,5,18, 12.49,NULL,0,22,50,29,1,12,105,200,100,85,8,391,73,127,103,109,157,NULL,NULL,84,NULL,7,0,NULL,NULL,NULL,481,13,NULL,NULL,3,NULL,12,4000,5000,90,1, 
2443, MAT-49 )-|,2,3,2,7, 15.82,NULL,7,22,26,19,2,30,170,200,63,50,3,370,56,111,101,107,156,14,3,30,1,7,7,1,NULL,NULL,476,21,4, 5.5,4,NULL,10,4000,5000,70,1, 
2444, Carl Gustaf M/45B )-|,2,3,2,8, 15.82,NULL,7,22,26,18,2,30,160,200,50,55,3,370,56,111,101,107,156,14,3,30,1,7,7,NULL,NULL,NULL,476,19,4, 5.5,4,NULL,8,4000,5000,70,1, 
2445, Sterling L2A3 )-|,2,3,2,8, 15.82,NULL,8,22,26,18,2,30,155,200,55,50,3,378,63,111,101,107,156,NULL,2,30,1,7,8,NULL,NULL,NULL,476,17,4, 6.5,4,NULL,8,4000,5000,70,1, 
2446, Beretta M12 )-|,2,3,2,8, 15.82,NULL,7,22,26,18,2,30,160,200,63,50,3,374,60,111,101,107,156,NULL,2,30,1,7,7,NULL,NULL,NULL,476,19,4,6,4,NULL,8,4000,5000,70,1, 
2447, Spectre M4 )-|,2,3,2,7, 15.82,NULL,9,22,25,18,1,30,130,200,63,50,3,374,60,111,101,107,156,10,4,35,1,7,9,NULL,NULL,NULL,476,10,5,7,4,NULL,12,3500,3800,70,1, 
2448, Uzi )-|,2,3,2,7, 16.55,NULL,7,22,26,18,2,30,180,200,50,50,3,379,64,111,101,107,156,NULL,3,27,1,7,7,NULL,NULL,NULL,476,24,4,6,4,NULL,11,4000,5000,70,1, 
2449, Walther MPL )-|,2,3,2,8, 15.82,NULL,7,22,26,18,3,30,180,200,63,50,3,473,106,111,101,107,156,19,2,30,1,7,7,NULL,NULL,NULL,476,27,4,6,4,NULL,8,4000,5000,70,1, 
2450, HK MP5N )-|,2,3,2,8, 15.82,NULL,7,22,26,19,2,30,170,200,38,50,3,374,60,62,101,107,376,14,3,28,1,7,7,NULL,NULL,NULL,476,23,4,6,4,NULL,8,4000,5000,60,1, 
2451, HK MP5N =) / )-|,2,3,2,8, 15.82,NULL,7,22,26,19,2,30,170,200,38,50,3,374,60,62,101,107,376,14,3,28,1,7,7,NULL,NULL,NULL,476,23,4,6,4,NULL,8,4000,5000,60,1, 
2452, HK MP5A4,2,3,2,8, 15.82,3,8,22,26,18,2,30,170,200,38,50,3,374,60,62,101,107,376,14,3,33,1,7,8,NULL,NULL,NULL,476,23, 4.5, 6.5,4,NULL,8,4000,5000,60,NULL, 
2453, HK MP5A4 )-|,2,3,2,8, 15.82,3,8,22,26,18,2,30,170,200,38,50,3,374,60,62,101,107,376,14,3,33,1,7,8,NULL,NULL,NULL,476,23, 4.5, 6.5,4,NULL,8,4000,5000,60,1, 
2454, HK MP5SD5,2,3,2,8, 15.82,3,7,22,25,21,1,30,135,200,38,50,3,376,62,62,101,107,376,14,3,33,1,7,7,NULL,NULL,NULL,476,14,4, 5.5,4,NULL,8,4000,5000,70,NULL, 
2455, HK MP5SD5 )-|,2,3,2,8, 15.82,3,7,22,25,21,1,30,135,200,38,50,3,376,62,62,101,107,376,14,3,33,1,7,7,NULL,NULL,NULL,476,14,4, 5.5,4,NULL,8,4000,5000,70,1, 
2456, FAMAE SAF Silenciada )-|,2,3,2,8, 15.82,3,8,22,25,22,1,30,125,200,31,50,3,471,104,105,101,107,472,9,5,30,1,7,8,NULL,NULL,NULL,476,10, 4.5, 6.5,4,NULL,8,4000,4000,65,1, 
2457, FAMAE SAF )-|,2,3,2,8, 15.82,3,8,22,26,18,2,30,160,200,25,50,3,471,104,105,101,107,472,9,5,30,1,7,8,NULL,NULL,NULL,476,19, 4.5, 6.5,4,NULL,8,4000,5000,70,1, 
2458, Colt 9mm SMG )-|,2,3,2,11, 15.15,NULL,8,22,26,17,3,30,180,200,33,50,7,374,60,111,101,107,156,11,4,28,1,7,8,NULL,NULL,NULL,476,27,4, 6.5,4,NULL,9,3800,4800,75,NULL, 
2459, Calico M-960A )-|,2,3,2,9, 15.82,NULL,8,22,26,24,3,50,210,200,40,50,3,369,55,111,101,107,156,14,3,35,1,7,8,NULL,NULL,NULL,476,33, 4.5,7,4,NULL,9,4000,5000,70,NULL, 
2460, Type 85 )-|,2,3,20,10, 15.15,NULL,11,22,25,16,2,30,195,200,40,60,3,362,51,111,101,107,157,15,3,30,1,7,11,NULL,NULL,NULL,476,19, 5.5,9,4,NULL,9,4100,4300,70,1, 
2461, OTs-39 )-|,2,3,20,8, 15.15,NULL,11,22,25,16,2,30,185,200,40,60,3,362,51,111,101,107,157,NULL,3,30,1,6,11,NULL,NULL,NULL,476,17, 5.5,9,4,NULL,8,3200,4500,70,1, 
2462, Bizon 2-07 )-|,2,3,20,8, 15.15,NULL,8,22,25,19,2,45,200,200,40,60,3,461,101,111,101,107,157,15,3,35,1,7,8,NULL,NULL,NULL,476,20, 4.5,7,4,NULL,8,6000,5000,70,1, 
2463, HK UMP45 )-|,2,3,3,8, 15.15,2,10,22,21,22,1,30,130,200,43,40,3,416,77,111,101,107,157,5,3,28,1,7,10,NULL,NULL,NULL,476,15, 5.5, 8.5,4,NULL,8,4000,5000,75,1, 
2464, HK MP5/40A3 )-|,2,3,23,8, 14.53,3,10,22,23,21,2,30,140,200,38,75,7,301,15,62,101,107,376,15,3,28,1,7,10,NULL,NULL,NULL,476,19, 5.5, 8.5,4,NULL,8,4000,5000,65,1, 
2465, HK MP5/10A3 )-|,2,3,27,8, 15.15,3,13,22,25,21,2,30,180,200,38,75,7,387,15,111,101,107,157,15,3,28,1,7,13,NULL,NULL,NULL,476,25, 6.5,11,4,NULL,8,4000,5000,70,1, 
2466, KAC PDW )-|,2,3,47,8, 15.15,3,9,22,28,32,5,30,265,200,33,50,5,494,120,127,101,107,157,15,3,29,1,7,9,NULL,NULL,NULL,476,53, 1.5, 8.5,4,NULL,8,3800,4800,70,1, 
2467," AR57 16"" )-|",2,3,12,12, 16.55,NULL,4,22,25,29,5,50,290,200,33,45,3,328,20,111,102,108,157,14,3,50,1,7,4,NULL,NULL,NULL,476,50, 2.5,3,4,NULL,10,3800,4800,75,NULL, 
2468," AR57 11"" )-|",2,3,12,11, 16.55,NULL,4,22,24,29,4,50,250,200,33,45,3,328,20,111,102,108,157,14,3,50,1,7,4,NULL,NULL,NULL,476,43, 2.5,3,4,NULL,9,3700,4700,75,NULL, 
2469," AR57 6""-Silenced )-|",2,3,12,10, 16.55,NULL,4,22,23,29,3,50,200,200,33,45,3,328,20,111,102,108,157,14,3,50,1,7,4,NULL,NULL,NULL,476,34, 2.5,3,4,NULL,8,3600,4600,75,NULL, 
2470, Colt XM177-E1 )-|,2,6,8,12, 14.53,NULL,11,22,27,29,6,30,295,200,38,75,7,339,25,127,102,108,499,15,3,29,1,7,11,NULL,NULL,NULL,476,59, 1.5, 10.5,4,NULL,9,3600,4600,75,NULL, 
2471, Colt M4 Commando )-|,2,6,8,12, 14.53,NULL,11,22,27,28,6,30,315,200,40,85,7,337,32,127,102,108,499,15,3,29,1,7,11,NULL,NULL,NULL,476,63, 1.5,11,4,NULL,9,3700,4700,75,NULL, 
2472," HK 416 14"" )-|",2,6,8,13, 14.53,NULL,9,22,29,31,7,30,345,200,33,80,7,334,110,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,66, 1.5, 8.5,4,NULL,10,3900,4900,70,NULL, 
2473," HK 416 10"" )-|",2,6,8,11, 15.15,NULL,10,22,27,30,6,30,305,200,33,80,7,334,110,127,102,108,499,15,3,29,1,7,10,NULL,NULL,NULL,476,61, 1.5, 9.5,4,NULL,9,3900,4900,70,NULL, 
2474, Micro Galil )-|,2,6,8,10, 15.15,NULL,10,22,27,25,6,30,270,200,40,85,7,484,109,127,102,108,157,15,3,31,1,7,10,NULL,NULL,NULL,476,56,2,10,4,NULL,8,6500,5500,70,1, 
2475, HK G36C )-|,2,6,8,10, 15.15,2,10,22,27,28,6,30,290,200,40,80,7,334,28,127,102,108,499,7,3,31,1,7,10,NULL,NULL,NULL,476,59,2, 9.5,4,NULL,8,3000,4000,70,1, 
2476, HK 53A3 )-|,2,6,8,10, 14.53,3,10,22,27,26,6,30,285,200,40,80,7,336,31,127,102,108,499,15,3,31,1,7,10,NULL,NULL,NULL,476,58,2,10,4,NULL,8,4000,4400,70,1, 
2477, XM-8 Baseline Carbine )-|,2,6,8,12, 14.53,NULL,11,23,28,34,6,30,325,200,40,70,7,346,38,127,102,108,499,15,3,29,1,7,11,NULL,NULL,NULL,476,64,2, 10.5,4,NULL,9,4000,5000,70,1, 
2478, HK G36K )-|,2,6,8,12, 14.53,2,9,22,28,31,6,30,325,200,40,85,7,334,28,127,102,108,499,7,3,31,1,7,9,NULL,NULL,NULL,476,63,2,9,4,NULL,9,4000,5000,70,1, 
2479, AK-102 )-|,2,6,8,12, 14.53,NULL,10,22,28,28,6,30,320,200,50,85,7,340,30,127,102,108,157,15,3,34,1,7,10,NULL,NULL,NULL,476,61,2, 9.5,4,NULL,9,6500,5500,70,1, 
2480, AK-102,2,6,8,12, 14.53,NULL,10,22,28,28,6,30,320,200,50,85,7,340,30,127,102,108,157,15,3,34,1,7,10,NULL,NULL,NULL,476,61,2, 9.5,4,NULL,9,6500,5500,70,NULL, 
2481, AK-102 )-|,2,6,8,12, 14.53,NULL,10,22,28,28,6,30,320,200,50,85,7,340,30,127,102,108,157,15,3,34,1,7,10,NULL,NULL,NULL,476,61,2, 9.5,4,NULL,9,6500,5500,70,NULL, 
2482, AK-102,2,6,8,12, 14.53,NULL,10,22,28,28,6,30,320,200,50,85,7,340,30,127,102,108,157,15,3,34,1,7,10,NULL,NULL,NULL,476,61,2, 9.5,4,NULL,9,6500,5500,70,NULL, 
2483, AK-102 )-|,2,6,8,12, 14.53,NULL,10,22,28,28,6,30,320,200,50,85,7,340,30,127,102,108,157,15,3,34,1,7,10,NULL,NULL,NULL,476,61,2, 9.5,4,NULL,9,6500,5500,70,NULL, 
2484, SIG SG552 Commando )-|,2,6,8,11, 15.15,3,9,22,27,31,6,30,290,200,43,80,7,452,93,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,58,2,9,4,NULL,9,6000,5000,70,1, 
2485, SIG SG551 SWAT )-|,2,6,8,13, 14.53,3,9,22,29,40,6,30,340,200,43,80,7,452,93,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,65,2,9,4,NULL,10,6500,5500,70,1, 
2486, FN SCAR-L CQC )-|,2,6,8,12, 14.53,NULL,9,23,27,36,6,30,305,200,50,80,7,346,38,127,102,108,499,15,3,29,1,7,9,NULL,NULL,NULL,476,61, 1.5,9,4,NULL,9,3600,4600,70,1, 
2487, HK G36K RAS )-|,2,6,8,12, 14.53,2,9,22,28,31,6,30,325,200,40,85,7,334,28,127,102,108,499,7,3,31,1,7,9,NULL,NULL,NULL,476,63,2,9,4,NULL,9,4000,5000,70,1, 
2488, AKS-74U )-|,2,6,7,10, 15.82,NULL,8,22,29,25,5,30,280,200,41,80,7,330,22,127,102,108,157,15,3,34,1,7,8,NULL,NULL,NULL,476,52,2,8,4,NULL,8,6000,5000,70,1, 
2489, AK-105 )-|,2,6,7,12, 15.15,NULL,8,22,29,27,6,30,320,200,50,75,7,329,21,127,102,108,499,15,3,34,1,7,8,NULL,NULL,NULL,476,59,2, 7.5,4,NULL,9,6500,5500,70,1, 
2490, AK-105,2,6,7,12, 15.15,NULL,8,22,29,27,6,30,320,200,50,75,7,329,21,127,102,108,499,15,3,34,1,7,8,NULL,NULL,NULL,476,59,2, 7.5,4,NULL,9,6500,5500,70,NULL, 
2491, AK-105 )-|,2,6,7,12, 15.15,NULL,8,22,29,27,6,30,320,200,50,75,7,329,21,127,102,108,499,15,3,34,1,7,8,NULL,NULL,NULL,476,59,2, 7.5,4,NULL,9,6500,5500,70,NULL, 
2492, AK-105,2,6,7,12, 15.15,NULL,8,22,29,27,6,30,320,200,50,75,7,329,21,127,102,108,499,15,3,34,1,7,8,NULL,NULL,NULL,476,59,2, 7.5,4,NULL,9,6500,5500,70,NULL, 
2493, AK-105 )-|,2,6,7,12, 15.15,NULL,8,22,29,27,6,30,320,200,50,75,7,329,21,127,102,108,499,15,3,34,1,7,8,NULL,NULL,NULL,476,59,2, 7.5,4,NULL,9,6500,5500,70,NULL, 
2494, AKMSU )-|,2,6,10,11, 13.43,NULL,13,22,33,30,5,30,250,200,50,90,8,358,45,127,102,108,157,16,3,34,1,7,13,NULL,NULL,NULL,476,46,3,13,4,NULL,8,6000,5000,70,1, 
2495, AK-104 )-|,2,6,10,12, 13.43,NULL,13,22,33,27,5,30,275,200,50,90,8,358,45,127,102,108,157,16,3,34,1,7,13,NULL,NULL,NULL,476,53,3,13,4,NULL,9,6500,5500,70,1, 
2496, AK-104,2,6,10,12, 13.43,NULL,13,22,33,27,5,30,275,200,50,90,8,358,45,127,102,108,157,16,3,34,1,7,13,NULL,NULL,NULL,476,53,3,13,4,NULL,9,6500,5500,70,NULL, 
2497, AK-104 )-|,2,6,10,12, 13.43,NULL,13,22,33,27,5,30,275,200,50,90,8,358,45,127,102,108,157,16,3,34,1,7,13,NULL,NULL,NULL,476,53,3,13,4,NULL,9,6500,5500,70,NULL, 
2498, AK-104,2,6,10,12, 13.43,NULL,13,22,33,27,5,30,275,200,50,90,8,358,45,127,102,108,157,16,3,34,1,7,13,NULL,NULL,NULL,476,53,3,13,4,NULL,9,6500,5500,70,NULL, 
